qt,atm_iv,term_slope_front,term_slope_back,skew_25,gex_bn_per_pct,dex_m_shares
2025-09-05 10:30:00,0.2493,-0.0078,0.0133,0.0439,1.988,-55.49
2025-09-08 10:30:00,0.165,-0.0102,0.0105,0.0408,0.584,-38.43
2025-09-09 10:30:00,0.1639,-0.0106,0.0067,0.0221,-0.593,21.67
2025-09-10 10:30:00,0.1846,0.024,0.0119,0.0637,1.256,-20.46
2025-09-11 10:30:00,0.187,-0.0089,0.0074,0.0479,0.489,-49.29
2025-09-12 10:30:00,0.1757,-0.0204,0.0103,0.051,3.678,-4.72
2025-09-15 10:30:00,0.1602,0.0015,0.0138,0.0403,0.611,-4.9
2025-09-16 10:30:00,0.168,-0.0229,0.0079,0.0293,-0.748,-2.73
2025-09-17 10:30:00,0.1899,-0.0261,0.003,0.0465,-0.584,-49.99
2025-09-18 10:30:00,0.1617,-0.0173,0.0029,0.028,-0.366,5.08
2025-09-19 10:30:00,0.1942,-0.0069,0.0134,0.0647,0.2,3.18
2025-09-22 10:30:00,0.188,0.0002,0.0158,0.0324,0.848,-40.73
2025-09-23 10:30:00,0.1641,-0.0293,0.0071,0.0333,0.187,-31.56
2025-09-24 10:30:00,0.1628,-0.016,0.0056,0.0513,0.271,-91.13
2025-09-25 10:30:00,0.171,-0.0209,0.0004,0.0427,0.178,-13.68
2025-09-26 10:30:00,0.1704,-0.0231,0.0072,0.0509,1.313,-16.21
2025-09-29 10:30:00,0.1655,-0.0108,0.0058,0.0357,0.843,1.33
2025-09-30 10:30:00,0.1607,-0.0001,0.0089,0.0205,-0.956,-19.46
2025-10-01 10:30:00,0.1835,-0.0209,0.01,0.0468,1.164,-57.87
2025-10-02 10:30:00,0.1746,-0.0011,0.0104,0.0748,1.683,-25.42
2025-10-03 10:30:00,0.1685,0.0058,0.0148,0.0635,1.039,-34.19
2025-10-06 10:30:00,0.1706,-0.0169,0.0036,0.0352,0.519,21.48
2025-10-07 10:30:00,0.1706,-0.0112,0.008,0.0453,-0.273,-20.35
2025-10-08 10:30:00,0.2235,-0.0332,0.0087,0.048,1.17,-17.97
2025-10-09 10:30:00,0.1786,0.0059,-0.0002,0.0413,1.474,26.25
2025-10-10 10:30:00,0.1647,-0.0157,0.0011,0.0494,1.515,5.76
2025-10-13 10:30:00,0.2013,-0.0131,0.0093,0.0272,0.335,-12.41
2025-10-14 10:30:00,0.1607,-0.0062,0.0144,0.0499,-0.345,-21.3
2025-10-15 10:30:00,0.3036,-0.005,0.0144,0.0439,0.561,-2.96
2025-10-16 10:30:00,0.1661,-0.0087,0.0049,0.0458,0.917,-49.14
2025-10-17 10:30:00,0.2023,0.0029,0.0099,0.0581,0.083,10.84
2025-10-20 10:30:00,0.2184,-0.0082,0.0074,0.0263,-1.06,-12.03
2025-10-21 10:30:00,0.1627,-0.004,0.0008,0.0407,0.362,-75.33
2025-10-22 10:30:00,0.1617,-0.0196,0.0063,0.029,2.12,-0.35
2025-10-23 10:30:00,0.1844,-0.0243,0.004,0.0475,1.57,13.51
2025-10-24 10:30:00,0.1933,0.0049,0.0055,0.0357,1.094,-2.81
2025-10-27 10:30:00,0.1635,0.0075,0.0122,0.0598,0.057,-31.08
2025-10-28 10:30:00,0.1735,0.0233,0.0105,0.0507,3.462,-12.87
2025-10-29 10:30:00,0.1648,-0.0185,0.01,0.0246,1.193,-39.74
2025-10-30 10:30:00,0.1799,-0.0044,0.0067,0.0373,-0.146,-0.69
2025-10-31 10:30:00,0.1929,-0.0098,0.0059,0.0544,1.441,-24.26
2025-11-03 10:30:00,0.1929,-0.0023,0.0104,0.0565,0.09,10.47
2025-11-04 10:30:00,0.1824,-0.0012,0.01,0.0558,2.749,-14.37
2025-11-05 10:30:00,0.17,-0.0031,0.0089,0.054,2.279,8.85
2025-11-06 10:30:00,0.1716,-0.0075,0.0133,0.0375,-0.672,-24.74
2025-11-07 10:30:00,0.1677,-0.0204,0.0108,0.0418,0.707,-41.6
2025-11-10 10:30:00,0.1651,-0.0067,0.0095,0.0401,0.602,-22.4
2025-11-11 10:30:00,0.1612,-0.0135,0.0131,0.0349,-0.449,-11.45
2025-11-12 10:30:00,0.1697,0.0059,0.0049,0.0438,1.562,34.06
2025-11-13 10:30:00,0.1782,-0.0042,0.0054,0.0425,0.506,-44.35
2025-11-14 10:30:00,0.1911,-0.0272,0.0048,0.0535,-0.033,-11.07
2025-11-17 10:30:00,0.1653,-0.0255,0.0033,0.0393,1.993,-12.01
2025-11-18 10:30:00,0.1862,0.0201,0.0091,0.0399,0.088,-33.62
2025-11-19 10:30:00,0.1775,-0.0195,0.0061,0.0474,1.301,66.9
2025-11-20 10:30:00,0.1791,-0.0258,0.0092,0.0444,2.321,-5.92
2025-11-21 10:30:00,0.1935,-0.0096,0.0117,0.0346,0.521,-44.71
2025-11-24 10:30:00,0.164,-0.0151,0.0177,0.0501,0.939,-32.78
2025-11-25 10:30:00,0.1759,-0.0129,0.0066,0.0515,0.199,-63.07
2025-11-26 10:30:00,0.1745,-0.0173,0.0124,0.0553,1.65,-14.03
2025-11-27 10:30:00,0.1804,-0.0053,0.0077,0.0277,-0.223,-44.38
2025-11-28 10:30:00,0.1732,-0.0132,0.0118,0.0529,1.572,-19.18
2025-12-01 10:30:00,0.1628,-0.0103,0.0082,0.0529,0.908,-65.67
2025-12-02 10:30:00,0.1605,-0.0252,0.0102,0.033,0.07,-33.35
2025-12-03 10:30:00,0.1756,-0.0049,0.001,0.029,0.537,-10.19
2025-12-04 10:30:00,0.1794,-0.0003,0.0067,0.044,1.913,-51.09
2025-12-05 10:30:00,0.1678,-0.0294,0.0108,0.037,0.237,4.35
2025-12-08 10:30:00,0.1607,-0.0338,0.0078,0.0516,0.483,-11.62
2025-12-09 10:30:00,0.1828,-0.0157,0.0032,0.0317,1.456,-22.14
2025-12-10 10:30:00,0.1673,0.0092,0.0097,0.0295,2.331,-5.13
2025-12-11 10:30:00,0.191,0.0012,0.0105,0.0301,1.615,-24.29
2025-12-12 10:30:00,0.189,0.0076,0.0008,0.0502,0.488,-20.54
2025-12-15 10:30:00,0.1944,-0.0143,0.0126,0.0591,1.328,-33.28
2025-12-16 10:30:00,0.165,-0.0223,0.0098,0.0464,0.795,32.74
2025-12-17 10:30:00,0.1645,-0.0006,0.0108,0.046,1.591,4.01
2025-12-18 10:30:00,0.1872,0.0028,0.0052,0.0357,0.397,11.41
2025-12-19 10:30:00,0.2986,-0.0208,0.0079,0.0307,2.846,25.51
2025-12-22 10:30:00,0.2584,0.028,0.008,0.0427,1.392,-10.08
2025-12-23 10:30:00,0.165,-0.0019,0.0084,0.0388,2.723,3.28
2025-12-24 10:30:00,0.1661,-0.0088,0.0086,0.0137,1.308,28.19
2025-12-25 10:30:00,0.1798,0.0027,0.0115,0.0589,0.216,23.93
2025-12-26 10:30:00,0.1907,-0.0092,0.0096,0.0391,1.336,17.34
2025-12-29 10:30:00,0.166,-0.0102,0.0071,0.0323,0.801,17.49
2025-12-30 10:30:00,0.1621,0.0148,0.0025,0.0655,-1.371,-7.38
2025-12-31 10:30:00,0.1734,0.0017,0.0103,0.0487,1.754,-6.29
2026-01-01 10:30:00,0.1879,0.0008,0.0068,0.0671,1.79,-6.05
2026-01-02 10:30:00,0.1758,-0.0059,0.0085,0.0404,-0.811,-65.63
2026-01-05 10:30:00,0.1693,-0.0118,0.0116,0.0512,2.2,-3.16
2026-01-06 10:30:00,0.172,-0.0107,0.0058,0.0502,0.61,-16.53
2026-01-07 10:30:00,0.1736,0.0002,0.0009,0.0219,1.707,-13.02
2026-01-08 10:30:00,0.188,0.0233,0.0088,0.0446,0.784,3.15
2026-01-09 10:30:00,0.1874,-0.0174,0.0093,0.026,0.274,-15.38
2026-01-12 10:30:00,0.1656,-0.0063,0.0091,0.0518,1.609,-38.81
2026-01-13 10:30:00,0.1668,0.0035,0.0108,0.0375,-1.159,-35.01
2026-01-14 10:30:00,0.205,-0.0337,0.0072,0.0563,0.603,-4.98
2026-01-15 10:30:00,0.161,-0.0041,0.0045,0.0563,1.69,6.8
2026-01-16 10:30:00,0.1847,-0.0176,0.0026,0.0389,-0.251,-16.86
2026-01-19 10:30:00,0.1775,-0.0026,0.0067,0.0292,2.04,7.25
2026-01-20 10:30:00,0.1713,0.001,0.0108,0.0382,1.847,1.06
2026-01-21 10:30:00,0.1645,0.0105,0.0099,0.0457,0.078,54.95
2026-01-22 10:30:00,0.1612,-0.007,0.0076,0.0569,1.255,15.34
2026-01-23 10:30:00,0.1636,0.009,0.0137,0.0511,1.362,-13.57
2026-01-26 10:30:00,0.1927,-0.0098,0.0075,0.0627,0.432,-70.09
2026-01-27 10:30:00,0.2653,-0.0043,0.0067,0.0494,1.25,-39.37
2026-01-28 10:30:00,0.1981,-0.0043,0.006,0.0347,0.439,-37.6
2026-01-29 10:30:00,0.1916,-0.0066,0.0082,0.0428,2.41,-30.55
2026-01-30 10:30:00,0.1624,-0.0281,0.003,0.0564,1.935,-6.99
2026-02-02 10:30:00,0.2632,-0.0069,0.0057,0.034,-0.885,9.69
2026-02-03 10:30:00,0.1706,-0.017,0.0046,0.0458,1.114,-13.23
2026-02-04 10:30:00,0.2024,-0.0088,0.0095,0.0564,1.724,15.25
2026-02-05 10:30:00,0.1795,-0.002,0.0048,0.0473,1.283,-8.51
2026-02-06 10:30:00,0.168,0.0042,0.007,0.0555,-0.37,-63.69
2026-02-09 10:30:00,0.1723,-0.0015,0.0093,0.0379,-0.703,11.14
2026-02-10 10:30:00,0.1844,0.01,0.0035,0.0566,-0.29,-17.87
2026-02-11 10:30:00,0.1708,-0.0209,0.0065,0.0389,-1.177,-16.36
2026-02-12 10:30:00,0.1745,-0.0063,0.0116,0.0443,1.481,-11.71
2026-02-13 10:30:00,0.1749,-0.0039,0.0095,0.0481,1.651,-15.97
2026-02-16 10:30:00,0.1685,-0.0059,0.0128,0.0619,0.478,31.12
2026-02-17 10:30:00,0.1902,-0.0052,0.0059,0.022,0.656,-3.56
2026-02-18 10:30:00,0.1838,-0.0101,0.012,0.0212,-0.615,14.07
2026-02-19 10:30:00,0.1608,-0.0147,0.0118,0.0502,2.07,-21.46
2026-02-20 10:30:00,0.1699,-0.0249,0.009,0.0436,-0.228,-5.9
2026-02-23 10:30:00,0.2024,-0.0134,0.0044,0.0467,1.364,-51.76
2026-02-24 10:30:00,0.1649,0.0058,0.013,0.0438,2.186,-40.81
2026-02-25 10:30:00,0.1967,-0.0165,0.0008,0.0521,2.738,1.58
2026-02-26 10:30:00,0.1712,-0.0062,0.0057,0.046,1.204,-47.05
2026-02-27 10:30:00,0.1643,-0.0151,0.0077,0.0262,1.937,-4.8
2026-03-02 10:30:00,0.1711,-0.0209,0.0112,0.0433,-0.384,-26.48
2026-03-03 10:30:00,0.1639,-0.0052,0.0127,0.0547,-0.888,-67.25
2026-03-04 10:30:00,0.1752,-0.0116,0.0101,0.0418,1.395,20.6
2026-03-05 10:30:00,0.2018,0.0042,0.0044,0.0235,2.756,-11.06
2026-03-06 10:30:00,0.1695,-0.0153,0.0078,0.0067,-0.388,-51.93
2026-03-09 10:30:00,0.1679,-0.0014,0.0092,0.0407,0.956,12.6
2026-03-10 10:30:00,0.1658,-0.0195,0.0084,0.0281,0.04,21.39
2026-03-11 10:30:00,0.1692,0.0027,0.005,0.043,1.377,16.36
2026-03-12 10:30:00,0.1884,-0.0154,0.006,0.0459,-0.066,-18.31
2026-03-13 10:30:00,0.1675,-0.0047,0.0058,0.0458,4.207,-39.85
2026-03-16 10:30:00,0.1667,-0.0017,0.0076,0.044,-0.435,-14.56
2026-03-17 10:30:00,0.1622,-0.0105,0.0087,0.0406,0.636,32.46
2026-03-18 10:30:00,0.1809,-0.0162,0.0086,0.0528,1.534,2.28
2026-03-19 10:30:00,0.202,-0.0099,0.0074,0.0496,1.227,-27.69
2026-03-20 10:30:00,0.1677,0.0055,0.0038,0.0309,2.43,-5.87
2026-03-23 10:30:00,0.1736,-0.0045,0.0098,0.059,-0.319,-20.21
2026-03-24 10:30:00,0.2204,0.008,0.0102,0.0458,2.392,-10.68
2026-03-25 10:30:00,0.1776,-0.01,0.0169,0.0344,1.373,-11.23
2026-03-26 10:30:00,0.1996,-0.0115,0.0061,0.0709,0.89,-37.4
2026-03-27 10:30:00,0.1633,0.0009,0.0076,0.0478,-0.839,-15.85
2026-03-30 10:30:00,0.1762,-0.0116,0.0135,0.0566,2.594,13.89
2026-03-31 10:30:00,0.1792,-0.0022,0.0052,0.0225,-1.503,-14.73
2026-04-01 10:30:00,0.1858,-0.0094,0.0082,0.0527,2.55,32.24
2026-04-02 10:30:00,0.1658,-0.0165,0.0062,0.0386,0.794,-6.49
2026-04-03 10:30:00,0.1711,-0.0066,0.0138,0.0475,1.527,7.54
2026-04-06 10:30:00,0.3066,0.0023,0.0061,0.0378,-1.618,-32.36
2026-04-07 10:30:00,0.1946,-0.008,0.0108,0.0298,-0.354,-45.47
2026-04-08 10:30:00,0.184,-0.0113,0.0144,0.0454,-0.23,2.88
2026-04-09 10:30:00,0.1887,-0.0196,0.0067,0.039,-1.64,-38.36
2026-04-10 10:30:00,0.1702,0.0041,0.014,0.0469,1.742,-7.71
2026-04-13 10:30:00,0.1809,-0.0264,0.0082,0.036,-0.514,-76.96
2026-04-14 10:30:00,0.1758,0.0138,0.0141,0.0472,0.035,4.18
2026-04-15 10:30:00,0.2052,0.0031,0.0102,0.0443,0.63,-19.83
2026-04-16 10:30:00,0.1915,-0.0045,0.0058,0.049,1.282,-29.85
2026-04-17 10:30:00,0.1764,-0.0055,0.0025,0.0495,0.98,-31.55
2026-04-20 10:30:00,0.181,-0.0142,0.0052,0.0408,0.989,9.48
2026-04-21 10:30:00,0.1767,-0.0048,0.0165,0.0429,1.875,3.14
2026-04-22 10:30:00,0.1717,-0.0265,0.0099,0.0469,-0.091,-30.97
2026-04-23 10:30:00,0.1716,-0.0122,0.007,0.0177,-0.246,-35.18
2026-04-24 10:30:00,0.1677,-0.0047,0.007,0.0432,-0.161,20.38
2026-04-27 10:30:00,0.1862,0.0005,0.0103,0.0292,1.65,-26.09
2026-04-28 10:30:00,0.1892,-0.0225,0.0053,0.0297,0.073,-15.76
2026-04-29 10:30:00,0.1988,-0.0044,-0.0062,0.0338,2.278,-16.19
2026-04-30 10:30:00,0.2331,-0.0059,0.0012,0.0292,0.534,-55.57
2026-05-01 10:30:00,0.1609,0.0088,0.0044,0.0591,3.109,16.59
2026-05-04 10:30:00,0.1842,-0.0158,0.0048,0.068,0.394,-3.12
